,0,1
0,0.35570386052131653,0.8842431902885437
1,0.4967097043991089,0.8926258087158203
2,0.5294958353042603,0.9398853778839111
3,0.5120034217834473,0.9469025135040283
4,0.6149182319641113,0.9528653621673584
5,0.5654020309448242,0.9566847085952759
6,0.5291982889175415,0.9584691524505615
7,0.5020943284034729,0.9580731391906738
8,0.694533109664917,0.9669439792633057
9,0.5983251333236694,0.9612480401992798
10,0.5288877487182617,0.9593663215637207
11,0.5012483596801758,0.9586033821105957
12,0.5042367577552795,0.9583152532577515
13,0.5161724090576172,0.9579691886901855
14,0.2652648091316223,0.9630299806594849
15,-0.001872129738330841,0.9837325811386108
16,0.01625809818506241,0.9931890964508057
17,0.05083625763654709,0.9872066974639893
18,0.47624167799949646,0.9644967317581177
19,0.5533685684204102,0.9598965644836426
20,0.5135536193847656,0.9587304592132568
21,0.5111527442932129,0.9577474594116211
22,0.05434887483716011,0.9705851078033447
23,0.5104774236679077,0.9624768495559692
24,0.5934269428253174,0.9609334468841553
25,0.5409204959869385,0.9592075347900391
26,0.5316652059555054,0.9586770534515381
27,0.53435218334198,0.958525538444519
28,0.5312439203262329,0.9579493999481201
29,0.5221425294876099,0.9579120874404907
30,0.5295588970184326,0.957917332649231
31,0.5331270694732666,0.9580203294754028
32,0.5244271755218506,0.9582304954528809
33,0.7378429174423218,0.974934458732605
34,0.7237054109573364,0.9692059755325317
35,0.5805360078811646,0.9603205919265747
36,0.5155477523803711,0.958840012550354
37,0.6705206632614136,0.9657480716705322
38,0.7089601755142212,0.9682708978652954
39,0.5777332782745361,0.9590673446655273
40,0.46051427721977234,0.9559023380279541
41,-0.09923337399959564,0.9833705425262451
42,-0.01004481315612793,1.0029642581939697
43,-0.029629267752170563,0.9946314096450806
44,-0.5766254663467407,1.0604989528656006
45,-0.33456575870513916,1.078607201576233
46,-0.6538033485412598,1.0896748304367065
47,-0.7845659255981445,1.1461261510849
48,-0.2440687119960785,1.0816293954849243
49,-0.5156935453414917,1.0667846202850342
50,-0.6694259643554688,1.1198335886001587
51,0.32651880383491516,0.9935845136642456
52,0.65777587890625,0.9713447093963623
53,0.6579194068908691,0.9646363258361816
54,0.5765323042869568,0.9554808139801025
55,0.5285863876342773,0.9536813497543335
56,0.1583208292722702,0.9647549390792847
57,-0.15848466753959656,1.0058531761169434
58,0.39038899540901184,0.9672586917877197
59,0.5039612054824829,0.9531992673873901
60,0.19123032689094543,0.9584313631057739
61,0.12130705267190933,0.9756877422332764
62,0.5338864326477051,0.9629006385803223
63,0.5665091276168823,0.9554249048233032
64,0.38170215487480164,0.9495776891708374
65,0.29018038511276245,0.9568252563476562
66,0.25750768184661865,0.9595798254013062
67,0.29126012325286865,0.95899498462677
68,0.31418919563293457,0.9571957588195801
69,0.2689685821533203,0.9585554599761963
70,0.13089700043201447,0.9707365036010742
71,0.30339908599853516,0.9635661840438843
72,0.4236966371536255,0.9555124044418335
73,0.3991450369358063,0.9563506841659546
74,-0.2559829652309418,1.0034339427947998
75,0.47377583384513855,0.9710243940353394
76,0.5483520030975342,0.9535202980041504
77,0.3569880425930023,0.9484124183654785
78,0.2733142077922821,0.9569704532623291
79,0.34169912338256836,0.9571280479431152
80,0.5086923837661743,0.9572073221206665
81,0.6276679039001465,0.9624456167221069
82,0.4201742112636566,0.9548442363739014
83,-0.37648805975914,1.014919400215149
84,-0.38605019450187683,1.0639714002609253
85,-0.4122219979763031,1.0568171739578247
86,-0.9070117473602295,1.11760675907135
87,-0.6256141662597656,1.1403465270996094
88,-0.9216564893722534,1.1399582624435425
