DateTime,Quality status,Resolution code,Net regulation volume,System imbalance,Alpha,Marginal incremental price,Marginal decremental price,Strategic reserve price,Positive imbalance price,Negative imbalance price
2023-02-21T12:00:00+01:00,Validated,PT15M,26.368,-25.72,0.0,198.74,79.41,,198.74,198.74
2023-02-21T12:15:00+01:00,Validated,PT15M,-61.584,24.596,0.0,156.82,81.79,,81.79,81.79
2023-02-21T12:30:00+01:00,Validated,PT15M,-48.261,30.976,0.0,157.09,78.68,,78.68,78.68
2023-02-21T12:45:00+01:00,Validated,PT15M,64.089,-80.685,0.0,172.11,78.3,,172.11,172.11
2023-02-21T13:00:00+01:00,Validated,PT15M,13.384,-39.737,0.0,165.99,78.6,,165.99,165.99
2023-02-21T13:15:00+01:00,Validated,PT15M,-61.132,44.135,0.0,144.41,80.76,,80.76,80.76
2023-02-21T13:30:00+01:00,Validated,PT15M,-22.879,3.309,0.0,144.43,78.35,,78.35,78.35
2023-02-21T13:45:00+01:00,Validated,PT15M,-39.681,0.689,0.0,145.5,82.25,,82.25,82.25
2023-02-21T14:00:00+01:00,Validated,PT15M,283.559,-375.345,3.49,176.56,83.0,,180.05,180.05
2023-02-21T14:15:00+01:00,Validated,PT15M,432.442,-492.884,57.6,268.85,78.0,,326.45,326.45
2023-02-21T14:30:00+01:00,Validated,PT15M,199.648,-226.354,26.14,268.85,78.22,,294.99,294.99
2023-02-21T14:45:00+01:00,Validated,PT15M,237.005,-277.996,5.97,268.85,82.56,,274.82,274.82
2023-02-21T15:00:00+01:00,Validated,PT15M,296.723,-289.809,9.45,268.85,83.0,,278.3,278.3
2023-02-21T15:15:00+01:00,Validated,PT15M,263.002,-308.394,11.72,268.85,83.0,,280.57,280.57
2023-02-21T15:30:00+01:00,Validated,PT15M,348.565,-382.908,21.93,268.85,83.0,,290.78,290.78
2023-02-21T15:45:00+01:00,Validated,PT15M,385.854,-412.551,40.54,268.85,79.1,,309.39,309.39
2023-02-21T16:00:00+01:00,Validated,PT15M,57.797,-73.247,0.0,268.85,78.97,,268.85,268.85
2023-02-21T16:15:00+01:00,Validated,PT15M,238.897,-315.814,3.85,191.17,80.83,,195.02,195.02
2023-02-21T16:30:00+01:00,Validated,PT15M,261.53,-319.316,15.34,267.0,83.0,,282.34,282.34
2023-02-21T16:45:00+01:00,Validated,PT15M,301.53,-448.587,35.35,267.0,83.0,,302.35,302.35
2023-02-21T17:00:00+01:00,Validated,PT15M,18.724,-11.356,0.0,267.0,57.93,,267.0,267.0
2023-02-21T17:15:00+01:00,Validated,PT15M,-3.691,-21.326,0.0,170.12,81.55,,170.12,170.12
2023-02-21T17:30:00+01:00,Validated,PT15M,67.373,-107.34,0.0,203.66,83.0,,203.66,203.66
2023-02-21T17:45:00+01:00,Validated,PT15M,50.08,-66.781,0.0,221.26,78.0,,221.26,221.26
2023-02-21T18:00:00+01:00,Validated,PT15M,-301.559,289.352,3.0,209.0,40.67,,37.67,37.67
2023-02-21T18:15:00+01:00,Validated,PT15M,-83.86,56.74,0.0,209.0,83.0,,83.0,83.0
2023-02-21T18:30:00+01:00,Validated,PT15M,47.026,-66.166,0.0,209.15,83.0,,209.15,209.15
2023-02-21T18:45:00+01:00,Validated,PT15M,23.194,-62.323,0.0,209.0,83.0,,209.0,209.0
2023-02-21T19:00:00+01:00,Validated,PT15M,129.142,-209.738,1.35,229.67,78.0,,231.02,231.02
2023-02-21T19:15:00+01:00,Validated,PT15M,-31.443,12.201,0.0,206.6,80.32,,80.32,80.32
2023-02-21T19:30:00+01:00,Validated,PT15M,-40.994,43.419,0.0,206.6,79.21,,79.21,79.21
2023-02-21T19:45:00+01:00,Validated,PT15M,-60.098,34.754,0.0,206.6,79.54,,79.54,79.54
2023-02-21T20:00:00+01:00,Validated,PT15M,91.393,-152.793,0.83,200.85,83.0,,201.67,201.67
2023-02-21T20:15:00+01:00,Validated,PT15M,-21.126,10.873,0.0,194.01,79.84,,79.84,79.84
2023-02-21T20:30:00+01:00,Validated,PT15M,-22.091,15.813,0.0,267.0,78.0,,78.0,78.0
2023-02-21T20:45:00+01:00,Validated,PT15M,-66.785,75.398,0.0,175.8,79.14,,79.14,79.14
2023-02-21T21:00:00+01:00,Validated,PT15M,30.782,-76.998,0.0,167.13,78.0,,167.13,167.13
2023-02-21T21:15:00+01:00,Validated,PT15M,-34.212,13.853,0.0,159.13,78.0,,78.0,78.0
2023-02-21T21:30:00+01:00,Validated,PT15M,75.396,-100.171,0.0,157.8,78.0,,157.8,157.8
2023-02-21T21:45:00+01:00,Validated,PT15M,-56.721,54.232,0.0,148.2,78.0,,78.0,78.0
2023-02-21T22:00:00+01:00,Validated,PT15M,30.538,-53.921,0.0,155.11,78.29,,155.11,155.11
2023-02-21T22:15:00+01:00,Validated,PT15M,35.333,-52.67,0.0,153.2,83.0,,153.2,153.2
2023-02-21T22:30:00+01:00,Validated,PT15M,9.748,-24.215,0.0,153.2,82.92,,153.2,153.2
2023-02-21T22:45:00+01:00,Validated,PT15M,-30.249,28.55,0.0,153.2,81.34,,81.34,81.34
2023-02-21T23:00:00+01:00,Validated,PT15M,68.174,-169.229,0.9,179.88,81.09,,180.77,180.77
2023-02-21T23:15:00+01:00,Validated,PT15M,102.278,-91.294,0.0,269.69,79.68,,269.69,269.69
2023-02-21T23:30:00+01:00,Validated,PT15M,107.025,-152.739,1.28,180.41,85.1,,181.69,181.69
2023-02-21T23:45:00+01:00,Validated,PT15M,50.774,-38.952,0.0,269.69,79.28,,269.69,269.69
2023-02-22T00:00:00+01:00,Validated,PT15M,87.079,-183.632,1.09,163.72,79.75,,164.81,164.81
2023-02-22T00:15:00+01:00,Validated,PT15M,1.164,-14.028,0.0,156.4,84.98,,156.4,156.4
2023-02-22T00:30:00+01:00,Validated,PT15M,16.321,-11.79,0.0,156.4,81.46,,156.4,156.4
2023-02-22T00:45:00+01:00,Validated,PT15M,-150.421,189.03,0.92,156.4,29.94,,29.02,29.02
2023-02-22T01:00:00+01:00,Validated,PT15M,20.428,-44.939,0.0,156.4,80.77,,156.4,156.4
2023-02-22T01:15:00+01:00,Validated,PT15M,-88.911,89.295,0.0,156.4,82.81,,82.81,82.81
2023-02-22T01:30:00+01:00,Validated,PT15M,9.591,-29.647,0.0,155.45,85.1,,155.45,155.45
2023-02-22T01:45:00+01:00,Validated,PT15M,32.874,-27.287,0.0,153.52,79.41,,153.52,153.52
2023-02-22T02:00:00+01:00,Validated,PT15M,24.928,-50.148,0.0,155.11,80.1,,155.11,155.11
2023-02-22T02:15:00+01:00,Validated,PT15M,-11.022,-16.965,0.0,155.64,80.1,,155.64,155.64
2023-02-22T02:30:00+01:00,Validated,PT15M,-192.98,186.515,0.94,151.4,80.1,,79.16,79.16
2023-02-22T02:45:00+01:00,Validated,PT15M,-67.047,66.088,0.0,156.4,79.5,,79.5,79.5
2023-02-22T03:00:00+01:00,Validated,PT15M,-42.75,27.414,0.0,156.4,83.78,,83.78,83.78
2023-02-22T03:15:00+01:00,Validated,PT15M,-72.68,59.788,0.0,156.4,85.06,,85.06,85.06
2023-02-22T03:30:00+01:00,Validated,PT15M,34.062,-46.263,0.0,156.4,84.05,,156.4,156.4
2023-02-22T03:45:00+01:00,Validated,PT15M,115.196,-122.698,0.0,156.4,83.83,,156.4,156.4
2023-02-22T04:00:00+01:00,Validated,PT15M,134.7,-154.06,1.64,162.08,83.53,,163.73,163.73
2023-02-22T04:15:00+01:00,Validated,PT15M,105.841,-53.027,0.0,284.0,65.01,,284.0,284.0
2023-02-22T04:30:00+01:00,Validated,PT15M,-139.502,71.669,0.0,151.4,3.84,,3.84,3.84
2023-02-22T04:45:00+01:00,Validated,PT15M,161.565,-174.909,1.3,152.23,85.1,,153.54,153.54
2023-02-22T05:00:00+01:00,Validated,PT15M,66.841,-75.198,0.0,151.4,83.32,,151.4,151.4
2023-02-22T05:15:00+01:00,Validated,PT15M,-24.293,82.212,0.0,314.46,-20.01,,-20.01,-20.01
2023-02-22T05:30:00+01:00,Validated,PT15M,-67.152,-13.066,0.0,167.96,68.29,,167.96,167.96
2023-02-22T05:45:00+01:00,Validated,PT15M,216.684,-240.415,1.37,152.24,80.1,,153.62,153.62
2023-02-22T06:00:00+01:00,Validated,PT15M,63.994,-63.293,0.0,148.63,79.57,,148.63,148.63
2023-02-22T06:15:00+01:00,Validated,PT15M,89.181,-113.832,0.0,147.91,80.1,,147.91,147.91
2023-02-22T06:30:00+01:00,Validated,PT15M,151.585,-219.266,2.52,166.31,80.1,,168.84,168.84
2023-02-22T06:45:00+01:00,Validated,PT15M,46.864,-48.896,0.0,267.63,80.1,,267.63,267.63
2023-02-22T07:00:00+01:00,Validated,PT15M,72.169,-52.224,0.0,164.01,78.28,,164.01,164.01
2023-02-22T07:15:00+01:00,Validated,PT15M,-107.5,109.362,0.0,207.12,73.47,,73.47,73.47
2023-02-22T07:30:00+01:00,Validated,PT15M,-170.038,196.627,2.05,206.65,72.49,,70.44,70.44
2023-02-22T07:45:00+01:00,Validated,PT15M,-149.147,151.056,2.82,195.99,81.5,,78.68,78.68
2023-02-22T08:00:00+01:00,Validated,PT15M,-117.204,107.707,0.0,178.0,76.99,,76.99,76.99
2023-02-22T08:15:00+01:00,Validated,PT15M,-181.765,174.868,1.72,176.34,80.34,,78.63,78.63
2023-02-22T08:30:00+01:00,Validated,PT15M,-175.718,160.868,2.57,193.36,81.73,,79.15,79.15
2023-02-22T08:45:00+01:00,Validated,PT15M,-14.908,-6.985,0.0,197.14,85.05,,197.14,197.14
2023-02-22T09:00:00+01:00,Validated,PT15M,-1.142,32.431,0.0,182.85,53.06,,53.06,53.06
2023-02-22T09:15:00+01:00,Validated,PT15M,-139.623,31.856,0.0,263.63,-47.43,,-47.43,-47.43
2023-02-22T09:30:00+01:00,Validated,PT15M,-37.48,83.942,0.0,189.51,77.32,,77.32,77.32
2023-02-22T09:45:00+01:00,Validated,PT15M,-85.144,81.706,0.0,170.0,73.87,,73.87,73.87
2023-02-22T10:00:00+01:00,Validated,PT15M,86.735,-93.013,0.0,171.22,80.1,,171.22,171.22
2023-02-22T10:15:00+01:00,Validated,PT15M,-70.604,99.124,0.0,152.57,68.17,,68.17,68.17
2023-02-22T10:30:00+01:00,Validated,PT15M,-126.283,127.907,0.0,147.76,62.55,,62.55,62.55
2023-02-22T10:45:00+01:00,Validated,PT15M,-32.476,-1.19,0.0,172.93,71.2,,172.93,172.93
2023-02-22T11:00:00+01:00,Validated,PT15M,95.54,-253.669,1.39,179.39,85.1,,180.78,180.78
2023-02-22T11:15:00+01:00,Validated,PT15M,215.485,-245.884,5.24,280.65,80.1,,285.89,285.89
2023-02-22T11:30:00+01:00,Validated,PT15M,288.051,-306.933,8.57,267.63,85.1,,276.2,276.2
2023-02-22T11:45:00+01:00,Validated,PT15M,123.96,-345.684,25.96,191.52,85.1,,217.48,217.48
2023-02-22T12:00:00+01:00,Validated,PT15M,233.783,-182.751,7.22,267.02,71.18,,274.24,274.24
2023-02-22T12:15:00+01:00,Validated,PT15M,42.747,-30.121,0.0,185.0,79.79,,185.0,185.0
2023-02-22T12:30:00+01:00,Validated,PT15M,154.29,-172.336,0.93,198.0,85.1,,198.93,198.93
2023-02-22T12:45:00+01:00,Validated,PT15M,114.075,-122.225,0.0,215.81,81.59,,215.81,215.81
2023-02-22T13:00:00+01:00,Validated,PT15M,37.302,-108.466,0.0,168.14,81.51,,168.14,168.14
2023-02-22T13:15:00+01:00,Validated,PT15M,139.166,-205.545,2.18,193.32,80.1,,195.51,195.51
2023-02-22T13:30:00+01:00,Validated,PT15M,109.222,-151.898,3.03,179.42,85.1,,182.45,182.45
2023-02-22T13:45:00+01:00,Validated,PT15M,126.509,-161.341,2.17,184.04,80.1,,186.21,186.21
2023-02-22T14:00:00+01:00,Validated,PT15M,39.239,-45.57,0.0,155.0,81.18,,155.0,155.0
2023-02-22T14:15:00+01:00,Validated,PT15M,-106.203,95.86,0.0,155.0,84.8,,84.8,84.8
2023-02-22T14:30:00+01:00,Validated,PT15M,53.359,-86.281,0.0,155.0,85.1,,155.0,155.0
2023-02-22T14:45:00+01:00,Validated,PT15M,-27.605,17.655,0.0,155.0,84.51,,84.51,84.51
2023-02-22T15:00:00+01:00,Validated,PT15M,-160.338,153.608,0.73,151.01,85.1,,84.37,84.37
2023-02-22T15:15:00+01:00,Validated,PT15M,-16.569,7.527,0.0,151.01,85.1,,85.1,85.1
2023-02-22T15:30:00+01:00,Validated,PT15M,-23.85,5.876,0.0,151.01,85.1,,85.1,85.1
2023-02-22T15:45:00+01:00,Validated,PT15M,44.999,-58.27,0.0,151.01,84.12,,151.01,151.01
2023-02-22T16:00:00+01:00,Validated,PT15M,12.595,-23.162,0.0,161.28,79.4,,161.28,161.28
2023-02-22T16:15:00+01:00,Validated,PT15M,127.508,-142.543,0.0,161.28,83.87,,161.28,161.28
2023-02-22T16:30:00+01:00,Validated,PT15M,117.52,-136.517,0.0,161.28,85.1,,161.28,161.28
2023-02-22T16:45:00+01:00,Validated,PT15M,173.604,-194.899,2.49,161.28,85.1,,163.77,163.77
2023-02-22T17:00:00+01:00,Validated,PT15M,43.653,-59.407,0.0,172.1,83.01,,172.1,172.1
2023-02-22T17:15:00+01:00,Validated,PT15M,180.273,-195.526,1.39,189.23,84.51,,190.62,190.62
2023-02-22T17:30:00+01:00,Validated,PT15M,162.12,-197.422,3.97,189.23,85.1,,193.2,193.2
2023-02-22T17:45:00+01:00,Validated,PT15M,164.274,-251.724,5.38,221.97,85.1,,227.36,227.36
2023-02-22T18:00:00+01:00,Validated,PT15M,31.393,-34.474,0.0,200.0,82.53,,200.0,200.0
2023-02-22T18:15:00+01:00,Validated,PT15M,119.568,-166.915,0.9,205.03,85.06,,205.93,205.93
2023-02-22T18:30:00+01:00,Validated,PT15M,195.525,-228.728,3.33,235.47,80.1,,238.8,238.8
2023-02-22T18:45:00+01:00,Validated,PT15M,146.59,-143.322,0.0,265.53,82.59,,265.53,265.53
2023-02-22T19:00:00+01:00,Validated,PT15M,69.158,-92.91,0.0,252.1,83.61,,252.1,252.1
2023-02-22T19:15:00+01:00,Validated,PT15M,-24.387,28.564,0.0,229.0,79.64,,79.64,79.64
2023-02-22T19:30:00+01:00,Validated,PT15M,-42.439,36.762,0.0,229.0,79.2,,79.2,79.2
2023-02-22T19:45:00+01:00,Validated,PT15M,-18.591,15.41,0.0,229.0,82.21,,82.21,82.21
2023-02-22T20:00:00+01:00,Validated,PT15M,79.242,-346.701,2.9,215.24,85.1,,218.14,218.14
2023-02-22T20:15:00+01:00,Validated,PT15M,245.452,-213.699,8.3,278.55,82.91,,286.85,286.85
2023-02-22T20:30:00+01:00,Validated,PT15M,102.002,-68.678,0.0,265.53,78.26,,265.53,265.53
2023-02-22T20:45:00+01:00,Validated,PT15M,-133.671,40.498,0.0,277.52,39.98,,39.98,39.98
2023-02-22T21:00:00+01:00,Validated,PT15M,215.455,-242.467,1.6,214.44,80.1,,216.04,216.04
2023-02-22T21:15:00+01:00,Validated,PT15M,43.693,-40.487,0.0,214.44,84.92,,214.44,214.44
2023-02-22T21:30:00+01:00,Validated,PT15M,3.096,-8.61,0.0,151.3,78.33,,151.3,151.3
2023-02-22T21:45:00+01:00,Validated,PT15M,120.786,-116.324,0.0,147.16,80.1,,147.16,147.16
2023-02-22T22:00:00+01:00,Validated,PT15M,75.156,-93.554,0.0,165.9,80.95,,165.9,165.9
2023-02-22T22:15:00+01:00,Validated,PT15M,150.205,-123.13,0.0,277.47,75.28,,277.47,277.47
2023-02-22T22:30:00+01:00,Validated,PT15M,2.165,-40.886,0.0,300.64,78.4,,300.64,300.64
2023-02-22T22:45:00+01:00,Validated,PT15M,168.378,-180.772,1.08,149.44,80.1,,150.52,150.52
2023-02-22T23:00:00+01:00,Validated,PT15M,237.675,-273.059,4.24,264.45,80.1,,268.69,268.69
2023-02-22T23:15:00+01:00,Validated,PT15M,249.595,-188.242,4.06,277.47,-92.92,,281.53,281.53
2023-02-22T23:30:00+01:00,Validated,PT15M,293.204,-354.903,8.18,264.45,-116.78,,272.63,272.63
2023-02-22T23:45:00+01:00,Validated,PT15M,294.177,-137.868,0.0,264.45,-75.01,,264.45,264.45
2023-02-23T00:00:00+01:00,Validated,PT15M,-122.51,77.625,0.0,146.83,33.3,,33.3,33.3
2023-02-23T00:15:00+01:00,Validated,PT15M,-89.341,118.963,0.0,152.57,74.41,,74.41,74.41
2023-02-23T00:30:00+01:00,Validated,PT15M,-76.889,65.42,0.0,152.57,66.92,,66.92,66.92
2023-02-23T00:45:00+01:00,Validated,PT15M,-3.038,-42.116,0.0,152.57,70.44,,152.57,152.57
2023-02-23T01:00:00+01:00,Validated,PT15M,122.745,-130.239,0.0,159.03,76.0,,159.03,159.03
2023-02-23T01:15:00+01:00,Validated,PT15M,-3.077,10.872,0.0,255.13,71.67,,71.67,71.67
2023-02-23T01:30:00+01:00,Validated,PT15M,-88.042,77.681,0.0,255.13,73.93,,73.93,73.93
2023-02-23T01:45:00+01:00,Validated,PT15M,-25.114,8.655,0.0,147.57,76.0,,76.0,76.0
2023-02-23T02:00:00+01:00,Validated,PT15M,86.101,-130.081,0.0,167.82,76.0,,167.82,167.82
2023-02-23T02:15:00+01:00,Validated,PT15M,8.74,-13.614,0.0,150.51,76.0,,150.51,150.51
2023-02-23T02:30:00+01:00,Validated,PT15M,28.809,-55.896,0.0,151.35,76.0,,151.35,151.35
2023-02-23T02:45:00+01:00,Validated,PT15M,51.617,-104.277,0.0,152.81,81.0,,152.81,152.81
2023-02-23T03:00:00+01:00,Validated,PT15M,127.346,-153.681,1.42,160.6,77.85,,162.02,162.02
2023-02-23T03:15:00+01:00,Validated,PT15M,111.088,-109.623,0.0,152.57,80.93,,152.57,152.57
2023-02-23T03:30:00+01:00,Validated,PT15M,35.798,-46.847,0.0,151.53,80.96,,151.53,151.53
2023-02-23T03:45:00+01:00,Validated,PT15M,69.289,-80.756,0.0,151.53,81.0,,151.53,151.53
2023-02-23T04:00:00+01:00,Validated,PT15M,1.731,-10.241,0.0,151.53,79.8,,151.53,151.53
2023-02-23T04:15:00+01:00,Validated,PT15M,59.969,-71.25,0.0,151.53,79.76,,151.53,151.53
2023-02-23T04:30:00+01:00,Validated,PT15M,6.935,-17.796,0.0,151.53,79.78,,151.53,151.53
2023-02-23T04:45:00+01:00,Validated,PT15M,26.095,-38.198,0.0,151.53,78.96,,151.53,151.53
2023-02-23T05:00:00+01:00,Validated,PT15M,-19.759,42.41,0.0,151.53,75.14,,75.14,75.14
2023-02-23T05:15:00+01:00,Validated,PT15M,-67.463,0.237,0.0,171.37,61.28,,61.28,61.28
2023-02-23T05:30:00+01:00,Validated,PT15M,-17.967,10.054,0.0,159.79,75.21,,75.21,75.21
2023-02-23T05:45:00+01:00,Validated,PT15M,82.798,-99.214,0.0,153.05,76.0,,153.05,153.05
2023-02-23T06:00:00+01:00,Validated,PT15M,7.213,-23.13,0.0,154.28,76.0,,154.28,154.28
2023-02-23T06:15:00+01:00,Validated,PT15M,71.262,-85.926,0.0,154.71,76.0,,154.71,154.71
2023-02-23T06:30:00+01:00,Validated,PT15M,43.964,-69.269,0.0,156.79,75.91,,156.79,156.79
2023-02-23T06:45:00+01:00,Validated,PT15M,117.644,-143.641,0.0,175.93,76.0,,175.93,175.93
2023-02-23T07:00:00+01:00,Validated,PT15M,-76.075,53.011,0.0,200.0,75.67,,75.67,75.67
2023-02-23T07:15:00+01:00,Validated,PT15M,-103.621,83.378,0.0,167.23,76.0,,76.0,76.0
2023-02-23T07:30:00+01:00,Validated,PT15M,-115.278,81.55,0.0,172.32,76.0,,76.0,76.0
2023-02-23T07:45:00+01:00,Validated,PT15M,-26.377,5.716,0.0,189.65,76.0,,76.0,76.0
2023-02-23T08:00:00+01:00,Validated,PT15M,-82.455,92.832,0.0,193.65,75.99,,75.99,75.99
2023-02-23T08:15:00+01:00,Validated,PT15M,-51.629,50.489,0.0,206.35,68.9,,68.9,68.9
2023-02-23T08:30:00+01:00,Validated,PT15M,-63.891,75.372,0.0,199.26,77.22,,77.22,77.22
2023-02-23T08:45:00+01:00,Validated,PT15M,-32.614,17.607,0.0,178.14,79.08,,79.08,79.08
2023-02-23T09:00:00+01:00,Validated,PT15M,74.449,-89.044,0.0,193.78,80.87,,193.78,193.78
2023-02-23T09:15:00+01:00,Validated,PT15M,97.75,-114.031,0.0,182.67,80.95,,182.67,182.67
2023-02-23T09:30:00+01:00,Validated,PT15M,55.891,-65.908,0.0,176.06,80.51,,176.06,176.06
2023-02-23T09:45:00+01:00,Validated,PT15M,4.49,15.13,0.0,172.57,78.57,,78.57,78.57
2023-02-23T10:00:00+01:00,Validated,PT15M,22.138,-105.916,0.0,187.58,79.13,,187.58,187.58
2023-02-23T10:15:00+01:00,Validated,PT15M,-0.47,-23.124,0.0,162.55,83.0,,162.55,162.55
2023-02-23T10:30:00+01:00,Validated,PT15M,14.979,-26.306,0.0,163.59,78.0,,163.59,163.59
2023-02-23T10:45:00+01:00,Validated,PT15M,45.158,-60.854,0.0,163.53,78.0,,163.53,163.53
2023-02-23T11:00:00+01:00,Validated,PT15M,-102.277,78.988,0.0,173.67,77.99,,77.99,77.99
2023-02-23T11:15:00+01:00,Validated,PT15M,-37.496,56.206,0.0,179.73,78.0,,78.0,78.0
2023-02-23T11:30:00+01:00,Validated,PT15M,-48.433,34.682,0.0,154.53,78.0,,78.0,78.0
2023-02-23T11:45:00+01:00,Validated,PT15M,-4.497,-6.531,0.0,162.92,78.0,,162.92,162.92
2023-02-23T12:00:00+01:00,Validated,PT15M,17.161,-42.602,0.0,167.16,82.14,,167.16,167.16
2023-02-23T12:15:00+01:00,Validated,PT15M,-56.256,37.202,0.0,154.56,83.0,,83.0,83.0
2023-02-23T12:30:00+01:00,Validated,PT15M,28.545,-53.361,0.0,160.8,83.0,,160.8,160.8
2023-02-23T12:45:00+01:00,Validated,PT15M,114.781,-151.233,0.95,169.75,82.9,,170.69,170.69
2023-02-23T13:00:00+01:00,Validated,PT15M,157.06,-264.668,4.71,197.57,83.0,,202.28,202.28
2023-02-23T13:15:00+01:00,Validated,PT15M,148.155,-173.121,3.71,266.6,82.76,,270.31,270.31
2023-02-23T13:30:00+01:00,Validated,PT15M,73.959,-83.122,0.0,253.58,83.0,,253.58,253.58
2023-02-23T13:45:00+01:00,Validated,PT15M,-7.8,-6.262,0.0,253.58,83.0,,253.58,253.58
2023-02-23T14:00:00+01:00,Validated,PT15M,-128.413,113.775,0.0,172.0,82.56,,82.56,82.56
2023-02-23T14:15:00+01:00,Validated,PT15M,-40.722,10.67,0.0,176.06,83.0,,83.0,83.0
2023-02-23T14:30:00+01:00,Validated,PT15M,-7.677,18.386,0.0,178.55,83.0,,83.0,83.0
2023-02-23T14:45:00+01:00,Validated,PT15M,-14.486,-10.304,0.0,172.0,83.0,,172.0,172.0
2023-02-23T15:00:00+01:00,Validated,PT15M,145.078,-131.243,0.0,173.48,80.84,,173.48,173.48
2023-02-23T15:15:00+01:00,Validated,PT15M,-103.845,165.8,1.92,253.58,36.1,,34.18,34.18
2023-02-23T15:30:00+01:00,Validated,PT15M,-174.778,149.702,0.0,153.44,78.8,,78.8,78.8
2023-02-23T15:45:00+01:00,Validated,PT15M,19.794,-23.712,0.0,149.97,82.49,,149.97,149.97
2023-02-23T16:00:00+01:00,Validated,PT15M,145.896,-149.498,0.0,162.0,78.0,,162.0,162.0
2023-02-23T16:15:00+01:00,Validated,PT15M,-50.4,43.302,0.0,253.58,78.0,,78.0,78.0
2023-02-23T16:30:00+01:00,Validated,PT15M,-202.763,191.757,1.19,161.0,78.0,,76.81,76.81
2023-02-23T16:45:00+01:00,Validated,PT15M,-75.872,72.669,0.0,161.0,78.0,,78.0,78.0
2023-02-23T17:00:00+01:00,Validated,PT15M,-71.977,64.835,0.0,165.01,78.0,,78.0,78.0
2023-02-23T17:15:00+01:00,Validated,PT15M,7.895,-31.024,0.0,179.46,78.0,,179.46,179.46
2023-02-23T17:30:00+01:00,Validated,PT15M,160.644,-183.685,1.02,187.41,78.0,,188.43,188.43
2023-02-23T17:45:00+01:00,Validated,PT15M,74.129,-61.855,0.0,253.58,78.0,,253.58,253.58
2023-02-23T18:00:00+01:00,Validated,PT15M,-2.593,-3.374,0.0,166.08,78.0,,166.08,166.08
2023-02-23T18:15:00+01:00,Validated,PT15M,47.74,-74.251,0.0,200.14,80.53,,200.14,200.14
2023-02-23T18:30:00+01:00,Validated,PT15M,110.843,-131.96,0.0,208.77,79.03,,208.77,208.77
2023-02-23T18:45:00+01:00,Validated,PT15M,24.664,-30.837,0.0,278.32,80.11,,278.32,278.32
2023-02-23T19:00:00+01:00,Validated,PT15M,75.488,-117.742,0.0,229.84,82.95,,229.84,229.84
2023-02-23T19:15:00+01:00,Validated,PT15M,18.103,-16.656,0.0,265.3,82.93,,265.3,265.3
2023-02-23T19:30:00+01:00,Validated,PT15M,-50.641,42.602,0.0,169.63,78.0,,78.0,78.0
2023-02-23T19:45:00+01:00,Validated,PT15M,-36.267,33.864,0.0,165.0,78.0,,78.0,78.0
2023-02-23T20:00:00+01:00,Validated,PT15M,-50.738,49.751,0.0,162.0,78.0,,78.0,78.0
2023-02-23T20:15:00+01:00,Validated,PT15M,25.807,-39.125,0.0,177.97,78.0,,177.97,177.97
2023-02-23T20:30:00+01:00,Validated,PT15M,-13.203,15.297,0.0,164.62,78.0,,78.0,78.0
2023-02-23T20:45:00+01:00,Validated,PT15M,103.213,-124.444,0.0,181.99,78.0,,181.99,181.99
2023-02-23T21:00:00+01:00,Validated,PT15M,-8.26,18.414,0.0,162.52,78.0,,78.0,78.0
2023-02-23T21:15:00+01:00,Validated,PT15M,-15.659,7.951,0.0,151.59,78.0,,78.0,78.0
2023-02-23T21:30:00+01:00,Validated,PT15M,161.867,-162.7,0.73,169.75,78.0,,170.48,170.48
2023-02-23T21:45:00+01:00,Validated,PT15M,76.114,-36.203,0.0,151.14,77.74,,151.14,151.14
2023-02-23T22:00:00+01:00,Validated,PT15M,-278.954,202.62,1.23,180.16,26.58,,25.35,25.35
2023-02-23T22:15:00+01:00,Validated,PT15M,-10.727,-11.635,0.0,182.72,78.0,,182.72,182.72
2023-02-23T22:30:00+01:00,Validated,PT15M,137.876,-156.688,0.72,189.1,78.0,,189.82,189.82
2023-02-23T22:45:00+01:00,Validated,PT15M,173.914,-181.938,1.77,265.3,78.0,,267.07,267.07
2023-02-23T23:00:00+01:00,Validated,PT15M,159.987,-160.527,1.82,265.3,78.0,,267.12,267.12
2023-02-23T23:15:00+01:00,Validated,PT15M,-1.077,33.263,0.0,265.3,76.48,,76.48,76.48
2023-02-23T23:30:00+01:00,Validated,PT15M,-57.634,49.265,0.0,150.79,78.0,,78.0,78.0
2023-02-23T23:45:00+01:00,Validated,PT15M,-111.499,147.262,0.0,142.84,77.97,,77.97,77.97
2023-02-24T00:00:00+01:00,Validated,PT15M,58.395,-115.554,0.0,234.86,77.2,,234.86,234.86
2023-02-24T00:15:00+01:00,Validated,PT15M,-20.279,1.659,0.0,214.6,77.2,,77.2,77.2
2023-02-24T00:30:00+01:00,Validated,PT15M,-111.933,112.163,0.0,214.6,74.19,,74.19,74.19
2023-02-24T00:45:00+01:00,Validated,PT15M,-112.421,124.38,0.0,214.6,17.86,,17.86,17.86
2023-02-24T01:00:00+01:00,Validated,PT15M,-30.717,6.313,0.0,214.6,73.38,,73.38,73.38
2023-02-24T01:15:00+01:00,Validated,PT15M,-120.776,110.473,0.0,214.6,70.55,,70.55,70.55
2023-02-24T01:30:00+01:00,Validated,PT15M,-87.682,83.239,0.0,214.6,2.52,,2.52,2.52
2023-02-24T01:45:00+01:00,Validated,PT15M,-55.813,70.591,0.0,209.6,-21.68,,-21.68,-21.68
