,1
0,0.2035592943429947
1,0.29316312074661255
2,0.0029962435364723206
3,0.00010004639625549316
4,-0.01964621990919113
5,-0.25191277265548706
6,-0.14281317591667175
7,-0.14096546173095703
8,-0.2772035002708435
9,-0.07590902596712112
10,-0.1519351303577423
11,-0.12455083429813385
12,0.13146187365055084
13,-0.10405551642179489
14,-0.07199465483427048
15,0.3165748119354248
16,0.5083593130111694
17,0.21497492492198944
18,0.4143761992454529
19,0.37904441356658936
20,-0.5539798736572266
21,-0.23670156300067902
22,0.19524095952510834
23,0.2644925117492676
24,-0.4387724995613098
25,-0.050686344504356384
26,0.35176020860671997
27,0.1554097980260849
28,0.04034663736820221
29,0.2341243177652359
30,0.048012688755989075
31,-0.023353539407253265
32,0.05901513993740082
33,-0.018186837434768677
34,-0.026196632534265518
35,0.010220319032669067
36,-0.3929866552352905
37,-0.35769516229629517
38,-0.28413015604019165
39,-0.25803297758102417
40,0.2274615317583084
41,0.3805837631225586
42,0.15618081390857697
43,0.3513946533203125
44,0.18141521513462067
45,0.007279820740222931
46,0.11510181427001953
47,-0.014214307069778442
48,-0.040106549859046936
49,-0.5275043845176697
50,-0.3447904586791992
51,0.04729396104812622
52,-0.1637842357158661
53,-0.1342603862285614
54,0.11268530786037445
55,-0.018827423453330994
56,-0.048756152391433716
57,0.05080406367778778
58,-0.013700880110263824
59,0.30863070487976074
60,0.3530440926551819
61,-0.518798828125
62,0.059462204575538635
63,0.1984974890947342
64,-0.33165302872657776
65,-0.06653629243373871
66,0.011420734226703644
67,-0.09641800820827484
68,0.09215754270553589
69,0.33586353063583374
70,0.16101288795471191
71,0.1322166472673416
72,0.20437361299991608
73,0.04894593358039856
74,0.01922467350959778
75,0.029881708323955536
76,-0.21737073361873627
77,-0.13796697556972504
78,-0.11337386071681976
79,-0.130222350358963
80,-0.2236895114183426
81,-0.12497036904096603
82,0.08511422574520111
83,0.05008767545223236
84,0.2519567608833313
85,0.23019720613956451
86,0.057107046246528625
87,0.15362240374088287
88,0.05465683341026306
89,-0.021077752113342285
90,0.018293000757694244
91,-0.014604166150093079
92,-0.3620011806488037
93,0.06477870047092438
94,0.18964143097400665
95,-0.07739945501089096
96,0.14832468330860138
97,0.08738137781620026
98,-0.061042964458465576
99,0.04703710973262787
100,-0.367875337600708
101,-0.24164794385433197
102,0.14425678551197052
103,0.16180486977100372
104,0.008180312812328339
105,-0.2522898316383362
106,-0.13529367744922638
107,-0.11427149176597595
108,0.21754567325115204
109,0.22304262220859528
110,0.0329405814409256
111,0.20515508949756622
112,0.0800882875919342
113,-0.02434038370847702
114,0.05119483172893524
115,-0.3791520595550537
116,-0.24728071689605713
117,-0.30433350801467896
118,0.12867285311222076
119,0.281463086605072
120,-0.4124643802642822
121,-0.10176186263561249
122,0.3555796146392822
123,0.27435386180877686
124,-0.06141170114278793
125,0.2480364590883255
126,-0.08707168698310852
127,0.06272666156291962
128,-0.0899602621793747
129,-0.3026772737503052
130,-0.049573831260204315
131,0.1909063309431076
132,-0.16264228522777557
133,-0.03931296244263649
134,0.2609550952911377
135,0.061714813113212585
136,0.026845164597034454
137,-0.159293532371521
138,-0.22956468164920807
139,0.0006593465805053711
140,0.2133970409631729
141,0.08481593430042267
142,0.07375505566596985
143,0.15014217793941498
144,0.12176470458507538
145,0.029235363006591797
146,-0.24184782803058624
147,0.08007177710533142
148,0.1255231350660324
149,-0.12058213353157043
150,-0.14707566797733307
151,-0.07498085498809814
152,0.1319875717163086
153,-0.16533678770065308
154,0.14255477488040924
155,0.21598310768604279
156,-0.09276987612247467
157,-0.1507238745689392
158,-0.06979379802942276
159,-0.09020571410655975
160,-0.09689146280288696
161,0.19959567487239838
162,0.17202700674533844
163,0.004009410738945007
164,0.15207573771476746
165,0.08005809783935547
166,-0.03255083039402962
167,-0.006095826625823975
168,-0.22422929108142853
169,0.05427892506122589
170,0.08664311468601227
171,-0.06655582040548325
172,0.07820479571819305
173,0.044447287917137146
174,0.0077261775732040405
175,0.0321231484413147
176,-0.022221997380256653
177,0.013458400964736938
178,0.0028760358691215515
179,-0.04518510401248932
180,-0.0011632367968559265
181,-0.22490555047988892
182,-0.13025705516338348
183,0.1640876978635788
184,-0.3714562654495239
185,-0.20323818922042847
186,-0.04081849008798599
187,-0.1441560983657837
188,-0.24589751660823822
189,0.2703663110733032
190,-0.10106227546930313
191,-0.15903666615486145
192,-0.05075729638338089
193,-0.09510022401809692
194,-0.10687347501516342
195,-0.10638666152954102
196,-0.07265745103359222
197,-0.05265608802437782
198,0.0051254332065582275
199,-0.049765340983867645
200,-0.030775077641010284
201,-0.00549258291721344
202,0.024919971823692322
203,0.40240681171417236
204,0.33384639024734497
205,-0.3453003764152527
206,0.08623413741588593
207,0.4157369136810303
208,0.08781032264232635
209,0.1831141859292984
210,0.2740442156791687
211,0.04055660963058472
212,0.09669892489910126
213,-0.4428063631057739
214,-0.04280700907111168
215,0.07893732190132141
216,-0.16378825902938843
